Name,Platform,Year_of_Release,Publisher,NA_Sales,EU_Sales,Other_Sales
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,DS,2005,Konami Digital Entertainment,0.05,0,0
Pro Yaky? Spirits 2014,PSV,2014,Konami Digital Entertainment,0,0,0
Suikoden Tactics,PS2,2005,Konami Digital Entertainment,0.06,0.05,0.02
International Superstar Soccer 2000 (All region sales),N64,1999,Konami Digital Entertainment,0.01,0.26,0.02
Castlevania III: Dracula's Curse,NES,1989,Konami Digital Entertainment,0.4,0.07,0.01
DanceDanceRevolution,Wii,2010,Konami Digital Entertainment,0.28,0.04,0.02
Yu-Gi-Oh! 5D's Tag Force 5,PSP,2010,Konami Digital Entertainment,0.13,0.04,0.03
Frogger: Helmet Chaos,DS,2005,Konami Digital Entertainment,0.06,0,0
NanoBreaker,PS2,2005,Konami Digital Entertainment,0.03,0.02,0.01
Pro Yaky? Spirits 2010,PS3,2010,Konami Digital Entertainment,0,0,0
Policenauts,3DO,1995,Konami Digital Entertainment,0,0,0
Karaoke Revolution,PS2,2003,Konami Digital Entertainment,0.17,0.13,0.04
Frogger: Ancient Shadow,GC,2005,Konami Digital Entertainment,0.04,0.01,0
Yu-Gi-Oh! 5D's Tag Force 6,PSP,2011,Konami Digital Entertainment,0,0,0
Shonen Jump's Shaman King: Master of Spirits,GBA,2004,Konami Digital Entertainment,0.1,0.04,0
Detana TwinBee Yahho! Deluxe Pack,PS,1995,Konami Digital Entertainment,0,0,0.01
Crime Life: Gang Wars,XB,2005,Konami Digital Entertainment,0.04,0.01,0
Tongari Boushi to Mahou no Otana,DS,2010,Konami Digital Entertainment,0,0,0
Walk it Out!,Wii,2010,Konami Digital Entertainment,0.35,0.05,0.03
Gokujou Parodius,SNES,1994,Konami Digital Entertainment,0,0,0
pro evolution soccer 2011,PS2,2010,Konami Digital Entertainment,0.04,0.21,0.11
Castlevania: Lords of Shadow 2,PC,2014,Konami Digital Entertainment,0.01,0.03,0
Yu-Gi-Oh! Reshef of Destruction,GBA,2003,Konami Digital Entertainment,0.4,0.15,0.01
Captain Tsubasa: New Kick Off,DS,2010,Konami Digital Entertainment,0,0.02,0
Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,Wii,2010,Konami Digital Entertainment,0,0,0
Busou Shinki: Battle Masters,PSP,2010,Konami Digital Entertainment,0,0,0
Metal Gear Solid HD Edition,PS3,2011,Konami Digital Entertainment,0,0,0
King Arthur,PS2,2004,Konami Digital Entertainment,0.07,0.05,0.02
Power Pro GB,GB,1998,Konami Digital Entertainment,0,0,0
C: The Contra Adventure,PS,1998,Konami Digital Entertainment,0.04,0.02,0
AirForce Delta Strike,PS2,2004,Konami Digital Entertainment,0.05,0.04,0.01
Famicom Mini: TwinBee,GBA,2004,Konami Digital Entertainment,0,0,0
Yu-Gi-Oh! Dungeon Dice Monsters,GBA,2001,Konami Digital Entertainment,0.42,0.16,0.01
Pro Yaky? Spirits 2013,PSV,2013,Konami Digital Entertainment,0,0,0
Beyblade: Metal Masters,DS,2010,Konami Digital Entertainment,0.14,0.09,0.03
Jikkyou Powerful Pro Yakyuu 2010,PS3,2010,Konami Digital Entertainment,0,0,0
Frogger: The Great Quest,PS2,2001,Konami Digital Entertainment,0.6,0.47,0.16
Jikkyou Powerful Pro Yakyuu 9 Ketteiban,PS2,2002,Konami Digital Entertainment,0,0,0
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS3,2010,Konami Digital Entertainment,0,0,0
Jikkyou Powerful Pro Yakyuu 12,GC,2005,Konami Digital Entertainment,0,0,0
Doctor Lautrec and the Forgotten Knights,3DS,2011,Konami Digital Entertainment,0.07,0.05,0.01
Tengen Toppa Gurren-Lagann,DS,2007,Konami Digital Entertainment,0,0,0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,PS2,2005,Konami Digital Entertainment,0.1,0.08,0.03
Pro Yaky? Spirits 2010,PSP,2010,Konami Digital Entertainment,0,0,0
Goemon's Great Adventure,N64,1998,Konami Digital Entertainment,0.06,0.02,0.1
Frogger's Adventures: The Rescue,GC,2003,Konami Digital Entertainment,0.12,0.03,0
Love Plus +,DS,2010,Konami Digital Entertainment,0,0,0
Castlevania II: Simon's Quest,NES,1987,Konami Digital Entertainment,0.45,0.06,0
Def Jam Rapstar,Wii,2010,Konami Digital Entertainment,0.29,0.02,0.02
Karaoke Revolution Party,XB,2005,Konami Digital Entertainment,0.05,0.01,0
Gradius Galaxies,GBA,2001,Konami Digital Entertainment,0.06,0.02,0
ESPN NFL Primetime 2002,PS2,2001,Konami Digital Entertainment,0.04,0.03,0.01
Castlevania: Aria of Sorrow,GBA,2003,Konami Digital Entertainment,0.2,0.07,0
Def Jam Rapstar,PS3,2010,Konami Digital Entertainment,0.25,0.04,0.03
AirForce Delta Storm,XB,2001,Konami Digital Entertainment,0.14,0.04,0.01
Jikkyou Powerful Pro Baseball 2016,PS4,2016,Konami Digital Entertainment,0,0,0
ESPN National Hockey Night,PS2,2001,Konami Digital Entertainment,0.03,0.03,0.01
Frontier Gate,PSP,2011,Konami Digital Entertainment,0,0,0
Yu-Gi-Oh! 5D's World Championship 2010 Reverse of Arcadia,DS,2010,Konami Digital Entertainment,0.18,0.01,0.02
Metal Gear Solid V: The Definitive Experience,PS4,2016,Konami Digital Entertainment,0.01,0.02,0
Karaoke Revolution Party,GC,2005,Konami Digital Entertainment,0.05,0.01,0
Silent Hill: Shattered Memories,PSP,2010,Konami Digital Entertainment,0.09,0.13,0.07
TMNT: Mutant Melee,GC,2005,Konami Digital Entertainment,0.06,0.01,0
Def Jam Rapstar,X360,2010,Konami Digital Entertainment,0.25,0.02,0.02
Winx Club,GBA,2005,Konami Digital Entertainment,0.05,0.02,0
Silent Hill 3,PS2,2003,Konami Digital Entertainment,0.35,0.27,0.09
Shonen Jump's Shaman King: Master of Spirits 2,GBA,2005,Konami Digital Entertainment,0.01,0.01,0
Mahjong Fight Club,PSP,2004,Konami Digital Entertainment,0,0,0
Karaoke Revolution Glee,Wii,2010,Konami Digital Entertainment,0.51,0.24,0.07
Quest 64,N64,1998,Konami Digital Entertainment,0.38,0.08,0.01
Frogger's Journey: The Forgotten Relic,GBA,2003,Konami Digital Entertainment,0.18,0.07,0
pro evolution soccer 2011,PSP,2010,Konami Digital Entertainment,0.05,0.3,0.16
Silent Scope 2: Dark Silhouette,PS2,2001,Konami Digital Entertainment,0.09,0.07,0.02
Yu-Gi-Oh! Monster Capsule Breed & Battle,PS,1998,Konami Digital Entertainment,0,0,0.02
Zone of the Enders: The Fist of Mars,GBA,2001,Konami Digital Entertainment,0.04,0.02,0
Yu-Gi-Oh! GX: Duel Academy,GBA,2005,Konami Digital Entertainment,0.17,0.06,0
Jikkyou Powerful Pro Yakyuu 12 Ketteiban,GC,2005,Konami Digital Entertainment,0,0,0
Jikkyou Powerful Pro Baseball 2016,PS3,2016,Konami Digital Entertainment,0,0,0
Power Pocket Koushien,DS,2005,Konami Digital Entertainment,0,0,0
Boktai: The Sun is in Your Hand,GBA,2003,Konami Digital Entertainment,0.1,0.04,0
Frogger: Ancient Shadow,XB,2005,Konami Digital Entertainment,0.02,0.01,0
DanceDanceRevolution,PS3,2010,Konami Digital Entertainment,0.12,0.05,0.02
Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,DS,2005,Konami Digital Entertainment,0,0,0
Fisherman's Bait 2: Big Ol' Bass,PS,1999,Konami Digital Entertainment,0.16,0.11,0.02
Silent Hill 4: The Room,XB,2004,Konami Digital Entertainment,0.14,0.04,0.01
pro evolution soccer 2011,PC,2010,Konami Digital Entertainment,0,0.05,0.01
BeatMania IIDX 4th Style: New Songs Collection,PS2,2001,Konami Digital Entertainment,0,0,0
Tokimeki Memorial: Girl's Side,PS2,2002,Konami Digital Entertainment,0,0,0
Pro Evolution Soccer 2012,PSP,2011,Konami Digital Entertainment,0.1,0.11,0.06
Castlevania: Lords of Shadow,PS3,2010,Konami Digital Entertainment,0.5,0.35,0.15
Wallace & Gromit: Curse of the Were-Rabbit,XB,2005,Konami Digital Entertainment,0.01,0,0
Power Pro Success Legends,PSP,2010,Konami Digital Entertainment,0,0,0
Metal Gear Rising: Revengeance,X360,2013,Konami Digital Entertainment,0.3,0.14,0.04
Castlevania: Lords of Shadow,X360,2010,Konami Digital Entertainment,0.42,0.17,0.05
Silent Scope,PS2,2000,Konami Digital Entertainment,0.19,0.15,0.05
Dragon Booster,DS,2005,Konami Digital Entertainment,0.02,0,0
WTA Tour Tennis,PS2,2001,Konami Digital Entertainment,0.03,0.02,0.01
Dance Dance Revolution Ultramix,XB,2003,Konami Digital Entertainment,0.42,0.11,0.02
Negima!? Dream Tactic Yumemiru Otome Princess,PS2,2007,Konami Digital Entertainment,0,0,0
TMNT: Mutant Melee,XB,2005,Konami Digital Entertainment,0.01,0,0
Tokimeki no Houkago,PS,1998,Konami Digital Entertainment,0,0,0
Tennis no Oji-Sama: Card Hunter,PS2,2007,Konami Digital Entertainment,0,0,0
Jikkyou Powerful Pro Yakyuu 8 Ketteiban,PS2,2001,Konami Digital Entertainment,0,0,0
Tao Adventure: Curse Demon,DS,2005,Konami Digital Entertainment,0.03,0,0
Jikkyou Oshaberi Parodius,SNES,1995,Konami Digital Entertainment,0,0,0
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,XB,2005,Konami Digital Entertainment,0.03,0.01,0
DanceMasters,X360,2010,Konami Digital Entertainment,0.15,0.02,0.01
Yu-Gi-Oh! Forbidden Memories (JP sales),PS,1999,Konami Digital Entertainment,0,0,0.03
No More Heroes: Heroes' Paradise,PS3,2010,Konami Digital Entertainment,0.1,0.04,0.02
International Superstar Soccer,SNES,1994,Konami Digital Entertainment,0,0,0
BeatMania Append 4thMix: The beat goes on,PS,1999,Konami Digital Entertainment,0,0,0.02
Power Pro Kun Pocket 5,GBA,2003,Konami Digital Entertainment,0,0,0.01
Castlevania,N64,1999,Konami Digital Entertainment,0.44,0.1,0.05
Power Pro Kun Pocket 1+2,GBA,2004,Konami Digital Entertainment,0,0,0
Jikkyou Powerful Pro Yakyuu 2010,PSP,2010,Konami Digital Entertainment,0,0,0
Jikkyou Powerful Pro Yakyuu 2,SNES,1995,Konami Digital Entertainment,0,0,0
DEATH NOTE: L o Tsugu Mono,DS,2007,Konami Digital Entertainment,0,0,0
Jurassic Park: Operation Genesis,PS2,2003,Konami Digital Entertainment,0.13,0.1,0.03
Trick DS-han: Kakushi Kami no Sumukan,DS,2010,Konami Digital Entertainment,0,0,0
Jurassic Park III: Island Attack,GBA,2001,Konami Digital Entertainment,0.13,0.05,0
Pro Yaky? Spirits 2011,PS3,2011,Konami Digital Entertainment,0,0,0
NBA In The Zone,PS,1995,Konami Digital Entertainment,0.16,0.11,0.02
Pro Evolution Soccer 2012,PC,2011,Konami Digital Entertainment,0,0.07,0.02
Frogger: Ancient Shadow,PS2,2005,Konami Digital Entertainment,0.05,0.04,0.01
S.L.A.I.: Steel Lancer Arena International,PS2,2005,Konami Digital Entertainment,0.01,0.01,0
Power Pro Kun Pocket 14,DS,2011,Konami Digital Entertainment,0,0,0
Pro Evolution Soccer 2012,X360,2011,Konami Digital Entertainment,0.1,0.34,0.07
Zone of the Enders,PS2,2001,Konami Digital Entertainment,0.3,0.24,0.08
International Superstar Soccer Pro '98,PS,1998,Konami Digital Entertainment,0.02,0.02,0.03
pro evolution soccer 2011,X360,2010,Konami Digital Entertainment,0.09,0.44,0.07
Breeding Stud 2,PS,1998,Konami Digital Entertainment,0,0,0
Jurassic Park III: Park Builder,GBA,2001,Konami Digital Entertainment,0.04,0.02,0
Street Supremacy,PSP,2005,Konami Digital Entertainment,0.03,0,0
Jimmie Johnson's Anything With an Engine,X360,2011,Konami Digital Entertainment,0.08,0,0.01
Tokimeki Memorial Girl's Side 3rd Story,DS,2010,Konami Digital Entertainment,0,0,0
Castlevania Dracula X,SNES,1995,Konami Digital Entertainment,0.03,0.01,0
Scene It? Twilight,DS,2010,Konami Digital Entertainment,0.11,0.06,0.02
Silent Hill: Shattered Memories,PS2,2010,Konami Digital Entertainment,0.13,0.22,0.23
Nova Usagi no Game de Ryuugaku!? DS,DS,2007,Konami Digital Entertainment,0,0,0
SAW,X360,2009,Konami Digital Entertainment,0.13,0.12,0.03
Yu-Gi-Oh! Zexal World Duel Carnival,3DS,2013,Konami Digital Entertainment,0,0.08,0.01
Nettou! Powerful Koushien,DS,2010,Konami Digital Entertainment,0,0,0
Jikkyou Powerful Pro Yakyuu 2011 Ketteiban,PSP,2011,Konami Digital Entertainment,0,0,0
Tennis no Oji-Sama: DokiDoki Survival - Sanroku no Mystic,PS2,2006,Konami Digital Entertainment,0,0,0
World Soccer Winning Eleven 8 International,XB,2004,Konami Digital Entertainment,0.07,0.02,0
Keshisasu-Kun: Battle Kas-tival,DS,2010,Konami Digital Entertainment,0,0,0
Lost in Shadow,Wii,2010,Konami Digital Entertainment,0.09,0,0.01
Jikkyou Powerful Pro Yakyuu DreamCast Edition,DC,2000,Konami Digital Entertainment,0,0,0
Jikkyou Powerful Pro Yakyuu '99 Ketteiban,PS,1999,Konami Digital Entertainment,0,0,0.02
Pro Evolution Soccer 2016,PS4,2015,Konami Digital Entertainment,0.13,0.42,0.1
Wing Island,Wii,2006,Konami Digital Entertainment,0.03,0.01,0
Metal Gear Solid: The Legacy Collection,PS3,2013,Konami Digital Entertainment,0.31,0.01,0.06
Ys: The Ark of Napishtim,PSP,2006,Konami Digital Entertainment,0.04,0,0
Kabushiki Baibai Trainer: Kabutore! Next,DS,2007,Konami Digital Entertainment,0,0,0
Nurarihyon no Mago: Hyakki Ryouran Taisen,PS3,2011,Konami Digital Entertainment,0,0,0
Jikkyou Powerful Pro Yakyuu Portable 4,PSP,2009,Konami Digital Entertainment,0,0,0
Love Plus,DS,2009,Konami Digital Entertainment,0,0,0
World Soccer Winning Eleven 7 International,PS2,2003,Konami Digital Entertainment,0.08,1.24,0.45
Metal Gear Solid HD Edition,X360,2011,Konami Digital Entertainment,0,0,0
SAW,PS3,2009,Konami Digital Entertainment,0.13,0.17,0.06
Negima!? 3-Jikanme ~Koi to Mahou to Sekaiju Densetsu~,PS2,2006,Konami Digital Entertainment,0,0,0
Metal Gear Solid V: The Phantom Pain,XOne,2015,Konami Digital Entertainment,0.41,0.26,0.07
Yard Sale Hidden Treasures: Sunnyville,DS,2010,Konami Digital Entertainment,0.1,0,0.01
Teenage Mutant Ninja Turtles,GC,2003,Konami Digital Entertainment,0.26,0.07,0.01
Power Pro Kun Pocket 2,GB,2000,Konami Digital Entertainment,0,0,0
Jikkyou Powerful Pro Yakyuu 2013,PSP,2013,Konami Digital Entertainment,0,0,0
Jikkyou Powerful Major League,GC,2006,Konami Digital Entertainment,0,0,0
Jikkyou Powerful Pro Yakyuu 2001,PS,2001,Konami Digital Entertainment,0,0,0.02
Bomberman: Act Zero,X360,2006,Konami Digital Entertainment,0.04,0,0
World Soccer Winning Eleven 5 Final Evolution,PS2,2001,Konami Digital Entertainment,0,0,0
Enthusia Professional Racing,PS2,2005,Konami Digital Entertainment,0.07,0.06,0.02
Teenage Mutant Ninja Turtles III: The Manhattan Project,NES,1991,Konami Digital Entertainment,1.05,0.17,0.02
Metal Gear Solid: Digital Graphic Novel,PSP,2006,Konami Digital Entertainment,0.02,0,0
Karaoke Revolution,XB,2004,Konami Digital Entertainment,0.06,0.02,0
Pro Evolution Soccer 2011 3D,3DS,2011,Konami Digital Entertainment,0.11,0.13,0.02
Metal Gear Ac!d,PSP,2004,Konami Digital Entertainment,0.32,0.26,0.17
Yu-Gi-Oh! Nightmare Troubadour (US sales),DS,2005,Konami Digital Entertainment,0.15,0,0
D.Gray-man: Kami no Shitotachi,DS,2007,Konami Digital Entertainment,0,0,0
Honeycomb Beat,DS,2006,Konami Digital Entertainment,0.05,0,0
PES 2009: Pro Evolution Soccer,X360,2008,Konami Digital Entertainment,0.13,0.76,0.09
CMT Presents: Karaoke Revolution Country,PS2,2006,Konami Digital Entertainment,0.03,0.02,0.01
Metal Gear Solid Integral,PS,1999,Konami Digital Entertainment,0,0,0.01
Woody Woodpecker Racing,PS,1999,Konami Digital Entertainment,0.06,0.04,0.01
Xiaolin Showdown,PSP,2006,Konami Digital Entertainment,0.05,0,0
Castlevania: Circle of the Moon,GBA,2001,Konami Digital Entertainment,0.6,0.22,0.02
Metal Gear Ac!d 2,PSP,2005,Konami Digital Entertainment,0.11,0,0.01
Suikoden IV,PS2,2004,Konami Digital Entertainment,0.17,0.13,0.05
Tokimeki Memorial: Girls Side 1st Love,DS,2007,Konami Digital Entertainment,0,0,0
Gradius Collection,PSP,2006,Konami Digital Entertainment,0.04,0,0
Contra: Shattered Soldier,PS2,2002,Konami Digital Entertainment,0.28,0.22,0.07
Yu-Gi-Oh! World Championship 2007,DS,2007,Konami Digital Entertainment,0,0.01,0
Jikkyou Powerful Pro Yakyuu 6,N64,1999,Konami Digital Entertainment,0,0,0.03
Pop'n Music Portable,PSP,2010,Konami Digital Entertainment,0,0,0
Dance Dance Revolution Disney Mix,PS,2000,Konami Digital Entertainment,0.02,0.02,0
Dance Dance Revolution Ultramix 3,XB,2005,Konami Digital Entertainment,0.28,0.08,0.01
Scene It? Twilight,Wii,2009,Konami Digital Entertainment,0.16,0.07,0.02
Pro Evolution Soccer 2015,PC,2014,Konami Digital Entertainment,0,0.06,0
Yu-Gi-Oh! GX: Spirit Caller (Japan Sales),DS,2006,Konami Digital Entertainment,0,0,0
Tokimeki Memorial Girl's Side 2nd Kiss,PS2,2006,Konami Digital Entertainment,0,0,0
Metal Gear Solid 2: Substance,PS2,2002,Konami Digital Entertainment,0.18,0.14,0.05
Dance Dance Revolution (North America),PS,2001,Konami Digital Entertainment,0.08,0.06,0.01
Kinnikuman Muscle Grand Prix Max,PS2,2006,Konami Digital Entertainment,0,0,0
BeatMania IIDX 3rd Style,PS2,2000,Konami Digital Entertainment,0,0,0
Jikkyou Powerful Pro Yakyuu 9,PS2,2002,Konami Digital Entertainment,0,0,0
Pro Evolution Soccer 2008,PSP,2008,Konami Digital Entertainment,0.02,0.53,0.25
Yu-Gi-Oh! Duel Monsters,GB,1998,Konami Digital Entertainment,0,0,0.01
Project Overkill,PS,1996,Konami Digital Entertainment,0.14,0.09,0.02
Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,DS,2010,Konami Digital Entertainment,0,0,0
Death Jr. II: Root of Evil,PSP,2006,Konami Digital Entertainment,0.05,0,0
Xiaolin Showdown,DS,2006,Konami Digital Entertainment,0.05,0,0
Power Pro Kun Pocket 13,DS,2010,Konami Digital Entertainment,0,0,0
Winx Club: Quest for the Codex,DS,2006,Konami Digital Entertainment,0.03,0.02,0
Rave Master: Special Attack Force!,GBA,2002,Konami Digital Entertainment,0.01,0,0
Contra III: The Alien Wars,SNES,1992,Konami Digital Entertainment,0,0,0
Power Pro Kun Pocket 3,GBA,2001,Konami Digital Entertainment,0,0,0.01
Pop'n TwinBee: Rainbow Bell Adventure,SNES,1993,Konami Digital Entertainment,0,0,0
WTA Tour Tennis,XB,2002,Konami Digital Entertainment,0.01,0,0
Jikkyou Powerful Pro Yakyuu 12,PS2,2005,Konami Digital Entertainment,0,0,0
Mar Heaven: Karudea no Akuma,DS,2006,Konami Digital Entertainment,0,0,0
Kingdom: Ikkitousen no Ken,PSP,2010,Konami Digital Entertainment,0,0,0
Pro Evolution Soccer 2010,Wii,2009,Konami Digital Entertainment,0.12,0.27,0.05
World Soccer Winning Eleven 9,XB,2005,Konami Digital Entertainment,0.06,0.33,0.03
Guitar Freaks V2 & DrumMania V2,PS2,2006,Konami Digital Entertainment,0,0,0
Dance Dance Revolution 3rdMix,PS,2000,Konami Digital Entertainment,0,0,0.02
World Soccer Winning Eleven 2010: Aoki Samurai no Chousen,PS2,2010,Konami Digital Entertainment,0,0,0
Pro Evolution Soccer 2013,PS3,2012,Konami Digital Entertainment,0.18,0.63,0.24
Pro Evolution Soccer 2015,X360,2014,Konami Digital Entertainment,0.05,0.08,0.01
Rengoku II:  The Stairway To H.E.A.V.E.N.,PSP,2006,Konami Digital Entertainment,0.02,0,0
Silent Hill: Shattered Memories,Wii,2009,Konami Digital Entertainment,0.22,0.19,0.05
Parodius,SAT,1995,Konami Digital Entertainment,0,0,0
Metal Gear Solid V: The Phantom Pain,PS3,2015,Konami Digital Entertainment,0.22,0.13,0.07
Jikkyou Powerful Pro Yakyuu 8,PS2,2001,Konami Digital Entertainment,0,0,0
Online Chess Kingdoms,PSP,2006,Konami Digital Entertainment,0.01,0,0
Pro Evolution Soccer 2014,PSP,2013,Konami Digital Entertainment,0,0.02,0
Metal Gear Solid,GB,2000,Konami Digital Entertainment,0,0,0
Disney Sports Football,GC,2002,Konami Digital Entertainment,0.01,0,0
WTA Tour Tennis,GBA,2002,Konami Digital Entertainment,0.01,0,0
Tennis no Oji-Sama: Motto Gakuensai no Ouji-Sama - More Sweet Edition,DS,2010,Konami Digital Entertainment,0,0,0
King Arthur,XB,2004,Konami Digital Entertainment,0.04,0.01,0
Eyeshield 21: Portable Edition,PSP,2006,Konami Digital Entertainment,0,0,0
PES 2009: Pro Evolution Soccer,Wii,2009,Konami Digital Entertainment,0.09,0.26,0.05
World Soccer Winning Eleven 8: Liveware Evolution,PS2,2005,Konami Digital Entertainment,0,0,0
Bottom of the 9th,PS,1996,Konami Digital Entertainment,0.08,0.05,0.01
ESPN Winter X-Games: Snowboarding 2002,GBA,2000,Konami Digital Entertainment,0.05,0.02,0
Coded Arms: Contagion,PSP,2007,Konami Digital Entertainment,0.05,0,0.01
Teenage Mutant Ninja Turtles Double Pack,GBA,2006,Konami Digital Entertainment,0.01,0,0
Guitar Freaks 3rdMIX & DrumMania 2ndMIX,PS2,2000,Konami Digital Entertainment,0,0,0
Zone of the Enders: The 2nd Runner,PS2,2003,Konami Digital Entertainment,0.15,0.12,0.04
Silent Hill 2: Restless Dreams,XB,2001,Konami Digital Entertainment,0.21,0.06,0.01
Yu-Gi-Oh! 5D's Stardust Accelerator: World Championship 2009,DS,2009,Konami Digital Entertainment,0.27,0.01,0.03
Penguin no Mondai: The World,DS,2010,Konami Digital Entertainment,0,0,0
International Track & Field 2000,PS,1999,Konami Digital Entertainment,0.06,0.04,0.01
Yu-Gi-Oh! 7 Trials to Glory: World Championship Tournament 2005,GBA,2005,Konami Digital Entertainment,0.3,0.11,0.01
ESPN Final Round Golf 2002,GBA,2001,Konami Digital Entertainment,0.12,0.05,0
Quiz Magic Academy DS: Futatsu no Jikuu Koku,DS,2010,Konami Digital Entertainment,0,0,0
Pro Evolution Soccer 2015,XOne,2014,Konami Digital Entertainment,0.03,0.1,0.01
Gensou Suikoden I & II,PSP,2006,Konami Digital Entertainment,0,0,0
Pro Yaky? Spirits 2010,PS2,2010,Konami Digital Entertainment,0,0,0
Mahjong Kakutou Club: Zenkoku Taisenban,PS3,2006,Konami Digital Entertainment,0,0,0
Hikaru no Go: Heian Gensou Ibunroku,PS,2002,Konami Digital Entertainment,0,0,0
Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,SNES,1996,Konami Digital Entertainment,0,0,0
Castlevania: Curse of Darkness,PS2,2005,Konami Digital Entertainment,0.18,0.14,0.05
Fairy Tail: Portable Guild,PSP,2010,Konami Digital Entertainment,0,0,0
Lucha Libre AAA: Heroes del Ring,PS3,2010,Konami Digital Entertainment,0.1,0,0.01
Jikkyou J-League Perfect Striker,N64,1996,Konami Digital Entertainment,0,0,0
Jikkyou Powerful Pro Yakyuu Basic-han 2001,N64,2001,Konami Digital Entertainment,0,0,0.04
